,sex,age,marital_status,number_of_dependants,annual_income,account_type,credit_limit,number_of_accounts,months_since_openning,outstanding_balance,utilisation_ratio,total_amount_of_transactions,total_number_of_transactions,number_of_contacts_over_12_months,months_inactive_over_12_months,Predicted
1400,M,50,Single,2,$90K - $110K,Gold,34516.0,1,35,0,0.0,7745,83,3,2,0
1401,M,53,Unknown,1,$90K - $110K,Silver,14111.0,3,36,1034,0.073,2950,64,4,3,0
1402,F,55,Single,3,Less than $50K,Silver,2060.0,3,36,0,0.0,1976,44,5,3,1
1403,M,40,Married,3,$70K - $90K,Silver,15008.0,6,36,0,0.0,3943,85,2,2,0
1404,M,36,Single,2,$70K - $90K,Silver,1606.0,4,30,798,0.497,2229,45,4,2,0
1405,M,39,Single,3,$70K - $90K,Silver,7821.0,1,23,2517,0.322,2010,43,3,2,1
1406,M,63,Single,0,$70K - $90K,Silver,7997.0,2,36,1096,0.137,7747,104,1,3,0
1407,F,33,Single,1,$50K - $70K,Silver,4883.0,2,20,0,0.0,4613,82,3,2,0
1408,F,39,Married,3,Less than $50K,Silver,2001.0,6,33,1430,0.715,4509,69,2,4,0
1409,F,41,Single,2,Less than $50K,Silver,2201.0,4,36,2104,0.956,2408,38,3,3,1
1410,M,70,Married,0,Less than $50K,Silver,3252.0,3,56,1495,0.46,1227,15,3,2,0
1411,F,41,Divorced,1,Less than $50K,Silver,2029.0,3,30,621,0.306,3142,37,1,3,1
1412,M,47,Single,2,$110K and Over,Gold,34516.0,3,35,1652,0.048,14738,113,4,3,0
1413,M,36,Divorced,1,$110K and Over,Silver,5260.0,6,28,1116,0.212,2546,62,2,3,0
1414,M,59,Married,0,Less than $50K,Silver,4250.0,3,49,1095,0.258,1174,27,3,3,0
1415,M,58,Divorced,2,$70K - $90K,Silver,2467.0,6,46,1176,0.477,4744,73,0,2,0
1416,F,54,Single,0,Less than $50K,Gold,11696.0,6,39,2288,0.196,2445,60,3,2,0
1417,M,30,Married,0,$70K - $90K,Silver,19534.0,2,25,0,0.0,15634,118,1,3,0
1418,F,53,Married,2,$50K - $70K,Silver,1438.3,4,36,582,0.405,4915,92,1,3,0
1419,F,51,Married,3,Unknown,Silver,3664.0,3,36,0,0.0,1168,31,2,3,0
1420,M,43,Single,3,$50K - $70K,Silver,4559.0,6,23,1664,0.365,1652,37,2,2,0
1421,M,52,Single,1,$110K and Over,Silver,34516.0,6,44,0,0.0,2848,56,2,1,0
1422,M,34,Married,2,$90K - $110K,Silver,1631.0,4,22,0,0.0,2962,57,4,2,0
1423,F,40,Married,2,Less than $50K,Silver,2708.0,3,26,0,0.0,4277,90,1,2,0
1424,M,39,Single,5,$70K - $90K,Silver,24657.0,1,36,633,0.026,1954,46,3,3,1
1425,M,47,Single,1,$50K - $70K,Silver,6509.0,5,36,2033,0.312,1409,37,0,3,0
1426,F,46,Single,3,Less than $50K,Silver,1937.0,3,41,916,0.473,4303,89,2,2,0
1427,M,30,Divorced,1,Less than $50K,Silver,7970.0,4,19,0,0.0,1284,30,3,3,0
1428,F,41,Unknown,3,Less than $50K,Silver,7234.0,3,28,1420,0.196,4466,92,2,2,0
1429,F,29,Married,0,Less than $50K,Silver,3261.0,2,19,2517,0.772,2461,54,2,1,0
1430,M,45,Unknown,5,$70K - $90K,Silver,12399.0,1,25,1461,0.118,7855,82,1,5,0
1431,F,54,Married,2,Less than $50K,Silver,2473.0,3,48,1745,0.706,4823,72,2,2,0
1432,M,46,Married,2,$50K - $70K,Gold,16547.0,5,34,0,0.0,1561,41,4,3,0
1433,F,45,Married,4,Less than $50K,Silver,4187.0,5,36,2199,0.525,4647,81,3,2,0
1434,F,50,Single,0,$50K - $70K,Silver,8264.0,5,39,2057,0.249,4240,73,2,3,0
1435,M,36,Single,1,Less than $50K,Silver,1438.3,4,23,928,0.645,2186,59,1,3,0
1436,F,45,Married,4,Unknown,Silver,4146.0,2,36,2027,0.489,4323,64,2,2,0
1437,M,50,Married,1,$90K - $110K,Silver,14817.0,6,39,1463,0.099,4014,70,4,3,0
1438,M,56,Divorced,1,$90K - $110K,Silver,34516.0,3,36,1477,0.043,2395,50,3,3,0
1439,F,41,Married,2,Less than $50K,Silver,3302.0,3,32,1980,0.6,3899,65,2,3,0
1440,M,41,Single,4,$50K - $70K,Silver,3636.0,4,36,1884,0.518,4254,79,4,3,0
1441,M,48,Married,2,$110K and Over,Silver,27126.0,3,36,0,0.0,1000,25,3,3,1
1442,M,39,Married,2,$90K - $110K,Silver,18974.0,5,31,2517,0.133,2783,56,1,2,0
1443,M,31,Married,2,Less than $50K,Silver,2718.0,6,21,1920,0.706,2570,49,4,2,0
1444,M,31,Unknown,2,$90K - $110K,Gold,34516.0,2,22,1780,0.052,14185,98,2,3,0
1445,F,60,Married,0,Less than $50K,Silver,1601.0,4,36,0,0.0,4919,69,3,2,0
1446,M,45,Single,3,$90K - $110K,Silver,24487.0,5,32,2517,0.103,1512,42,2,2,0
1447,F,43,Married,3,Less than $50K,Gold,11362.0,4,34,1871,0.165,7849,88,2,2,0
1448,F,44,Divorced,3,Less than $50K,Gold,11127.0,4,38,1835,0.165,1546,25,3,1,0
1449,F,50,Single,1,Unknown,Silver,17970.0,3,36,1390,0.077,13204,97,2,2,0
1450,M,33,Single,3,$70K - $90K,Silver,2043.0,6,27,1725,0.844,5212,79,3,2,0
1451,M,50,Single,3,$50K - $70K,Silver,3069.0,3,36,1881,0.613,2909,58,2,2,0
1452,M,59,Single,0,$90K - $110K,Silver,26812.0,5,47,1491,0.056,14838,110,3,3,0
1453,F,38,Single,3,Unknown,Silver,3072.0,6,32,1970,0.641,4245,82,4,4,0
1454,F,57,Married,1,Less than $50K,Silver,7882.0,5,52,1101,0.14,14651,120,2,1,0
1455,F,60,Single,1,Less than $50K,Silver,4628.0,2,46,2327,0.503,4226,92,2,3,0
1456,F,56,Single,1,Less than $50K,Silver,3688.0,4,50,606,0.164,14596,120,4,1,0
1457,F,39,Married,2,Less than $50K,Silver,1438.3,4,36,886,0.616,1674,42,4,3,0
1458,F,57,Married,2,Less than $50K,Silver,1441.0,6,52,0,0.0,2742,58,2,3,0
1459,M,53,Married,1,$110K and Over,Silver,1612.0,6,41,744,0.462,1564,33,2,3,0
1460,F,55,Married,2,Less than $50K,Gold,10858.0,3,36,0,0.0,14475,111,1,2,0
1461,M,56,Married,2,$110K and Over,Silver,27157.0,6,36,1547,0.057,1535,38,2,3,0
1462,M,47,Married,3,$90K - $110K,Silver,31987.0,1,38,0,0.0,7926,83,2,3,0
1463,F,48,Single,3,Less than $50K,Silver,2648.0,1,32,1539,0.581,4926,89,3,2,0
1464,F,57,Married,2,Less than $50K,Silver,1438.3,5,36,0,0.0,3848,75,3,1,0
1465,F,41,Married,2,Less than $50K,Silver,4953.0,6,36,991,0.2,4183,67,2,2,0
1466,F,48,Married,3,Unknown,Silver,2021.0,4,44,1186,0.587,4633,74,3,3,0
1467,F,60,Single,0,Less than $50K,Silver,1438.3,5,55,738,0.513,1226,33,3,1,0
1468,F,33,Single,2,Unknown,Diamond,34516.0,3,36,1540,0.045,2574,72,3,1,0
1469,F,42,Single,2,Less than $50K,Silver,1443.0,4,23,0,0.0,2092,38,3,2,1
1470,M,54,Married,4,$90K - $110K,Silver,14926.0,2,34,2517,0.169,1576,25,2,3,0
1471,F,45,Married,2,Less than $50K,Silver,2911.0,3,38,1471,0.505,4450,62,3,2,0
1472,M,55,Single,2,$90K - $110K,Gold,34516.0,3,45,1433,0.042,1966,31,4,1,0
1473,F,40,Single,3,Less than $50K,Silver,2016.0,4,31,978,0.485,4379,78,3,2,0
1474,F,51,Married,2,Less than $50K,Silver,1438.3,3,44,1031,0.717,3308,72,4,3,0
1475,M,32,Married,2,$50K - $70K,Silver,4739.0,3,22,0,0.0,886,21,5,3,1
1476,F,56,Married,2,Less than $50K,Silver,4930.0,6,48,2259,0.458,2194,53,2,1,0
1477,F,48,Married,2,$50K - $70K,Silver,1593.0,3,36,0,0.0,4004,76,4,3,0
1478,F,50,Single,1,Unknown,Silver,5916.0,6,32,983,0.166,3752,75,4,1,0
1479,F,62,Single,0,Less than $50K,Silver,3749.0,6,36,1980,0.528,5083,69,1,2,0
1480,F,39,Single,2,$50K - $70K,Diamond,23981.0,5,36,1696,0.071,8646,97,3,3,0
1481,F,56,Married,4,Less than $50K,Silver,4271.0,5,46,1150,0.269,2052,50,2,3,0
1482,F,43,Married,2,Less than $50K,Silver,5152.0,4,33,1713,0.332,3919,57,2,2,0
1483,F,58,Married,3,Less than $50K,Silver,2800.0,6,48,1834,0.655,1571,36,3,2,0
1484,F,27,Single,0,Less than $50K,Gold,10982.0,3,19,2517,0.229,13563,97,3,3,0
1485,F,53,Single,3,Less than $50K,Silver,1438.3,2,36,630,0.438,4704,79,1,3,0
1486,F,38,Married,2,Less than $50K,Silver,1686.0,5,18,1206,0.715,4891,68,3,3,0
1487,F,58,Single,3,$50K - $70K,Silver,1454.0,4,52,888,0.611,3060,56,1,1,0
1488,M,51,Married,3,$90K - $110K,Silver,3150.0,3,40,0,0.0,3477,78,2,2,0
1489,F,50,Married,1,Unknown,Silver,2492.0,3,40,1410,0.566,4374,75,1,3,0
1490,F,59,Married,2,Less than $50K,Silver,2338.0,6,48,1566,0.67,3964,69,1,1,0
1491,F,38,Married,4,Less than $50K,Silver,5951.0,3,30,1702,0.286,2565,53,2,1,0
1492,F,48,Married,2,Unknown,Silver,2220.0,5,37,0,0.0,2456,45,4,2,1
1493,F,52,Married,2,Unknown,Silver,2737.0,5,45,1719,0.628,4725,63,2,1,0
1494,F,51,Single,1,$50K - $70K,Silver,2275.0,4,46,1219,0.536,4807,72,3,1,0
1495,F,50,Single,1,Unknown,Silver,9248.0,6,39,0,0.0,2325,45,3,3,1
1496,M,57,Married,2,$90K - $110K,Silver,18871.0,2,46,1740,0.092,1516,21,0,3,0
1497,M,42,Married,4,$50K - $70K,Silver,8374.0,5,19,0,0.0,4493,59,2,3,0
1498,M,48,Single,1,$90K - $110K,Silver,13174.0,4,38,0,0.0,4890,49,2,2,1
1499,F,56,Single,1,$50K - $70K,Silver,2339.0,2,37,0,0.0,1542,45,3,4,1
1500,F,46,Married,2,Unknown,Silver,12295.0,3,39,1292,0.105,4177,63,2,1,0
1501,F,41,Married,5,Less than $50K,Silver,6519.0,3,33,851,0.131,3088,65,2,1,0
1502,F,54,Single,2,Less than $50K,Silver,6610.0,6,48,928,0.14,3328,69,4,1,0
1503,M,30,Single,0,Less than $50K,Gold,12833.0,4,36,0,0.0,9619,75,3,3,1
1504,F,37,Married,1,Less than $50K,Silver,4671.0,5,29,1933,0.414,2468,58,0,3,0
1505,F,42,Single,2,$50K - $70K,Gold,17909.0,4,32,0,0.0,5977,58,3,3,1
1506,M,37,Unknown,3,$70K - $90K,Silver,14485.0,6,26,2124,0.147,3895,87,1,2,0
1507,M,41,Single,3,$70K - $90K,Silver,2775.0,5,29,1664,0.6,2478,52,3,3,0
1508,M,43,Single,5,$50K - $70K,Silver,1438.3,4,33,0,0.0,4509,80,1,2,0
1509,M,37,Married,2,Less than $50K,Silver,2041.0,3,36,1687,0.827,1555,45,4,3,0
1510,F,51,Married,2,$50K - $70K,Silver,3359.0,6,36,873,0.26,4572,81,3,3,0
1511,F,50,Unknown,1,Less than $50K,Silver,2652.0,6,32,1911,0.721,4816,79,3,1,0
1512,M,41,Single,3,$90K - $110K,Silver,7142.0,1,28,1917,0.268,7892,83,3,3,0
1513,F,34,Married,3,$50K - $70K,Silver,1569.0,3,29,909,0.579,2169,48,4,2,0
1514,F,46,Divorced,4,Less than $50K,Silver,4120.0,4,38,1578,0.383,4792,81,2,3,0
1515,F,43,Married,2,Less than $50K,Silver,2890.0,2,32,1392,0.482,4233,77,1,3,0
1516,F,51,Married,1,Less than $50K,Silver,1822.0,5,43,1114,0.611,5210,73,3,1,0
1517,M,39,Married,4,$70K - $90K,Silver,6224.0,5,28,1898,0.305,3014,58,3,3,0
1518,F,53,Single,2,Less than $50K,Silver,2375.0,4,38,1353,0.57,5000,76,3,2,0
1519,F,32,Divorced,0,Less than $50K,Silver,8851.0,2,25,1753,0.198,14783,110,0,3,0
1520,M,44,Married,1,$70K - $90K,Silver,4969.0,6,33,1187,0.239,3878,82,3,2,0
1521,M,49,Married,3,$50K - $70K,Silver,3114.0,4,32,2208,0.709,5219,86,3,3,0
1522,M,39,Married,3,$50K - $70K,Silver,3152.0,2,29,1174,0.372,13670,117,2,2,0
1523,F,54,Single,2,Less than $50K,Silver,3554.0,3,36,0,0.0,4121,82,2,2,0
1524,F,40,Married,1,Unknown,Silver,15970.0,3,31,1212,0.076,1260,32,4,3,0
1525,F,50,Married,4,$50K - $70K,Silver,3065.0,5,40,1570,0.512,1130,28,3,2,0
1526,M,47,Divorced,3,$70K - $90K,Silver,1943.0,2,41,0,0.0,5108,81,3,3,0
1527,F,45,Married,2,Less than $50K,Silver,2704.0,4,31,2262,0.837,2362,39,4,3,1
1528,M,50,Married,2,$110K and Over,Diamond,34516.0,4,35,668,0.019,3931,77,3,5,0
1529,F,46,Single,2,Less than $50K,Silver,1438.3,2,34,0,0.0,5013,81,1,2,0
1530,F,49,Married,4,Less than $50K,Silver,2574.0,5,43,1555,0.604,4134,62,4,3,0
1531,M,46,Single,5,$70K - $90K,Silver,11464.0,4,39,0,0.0,3660,55,3,3,0
1532,F,37,Married,3,Less than $50K,Silver,1788.0,4,28,0,0.0,3511,56,1,2,0
1533,M,40,Divorced,4,$90K - $110K,Silver,16050.0,6,31,0,0.0,3721,62,3,2,0
1534,F,43,Married,4,Less than $50K,Silver,2895.0,6,29,0,0.0,2473,42,3,2,1
1535,F,56,Married,2,$50K - $70K,Silver,3681.0,3,49,0,0.0,13222,112,2,3,0
1536,F,45,Married,3,Less than $50K,Silver,2104.0,4,37,1267,0.602,1732,35,3,1,0
1537,F,60,Married,0,Unknown,Silver,5549.0,4,55,0,0.0,2412,38,3,1,1
1538,M,49,Married,3,$90K - $110K,Silver,15610.0,4,37,2048,0.131,1916,58,4,1,0
1539,F,48,Single,3,Less than $50K,Silver,2214.0,2,42,1025,0.463,5084,82,1,2,0
1540,M,55,Single,3,$90K - $110K,Silver,13598.0,4,46,852,0.063,4047,76,3,2,0
1541,F,49,Married,3,$50K - $70K,Silver,1994.0,5,36,0,0.0,4434,69,1,2,0
1542,M,45,Single,3,$70K - $90K,Gold,34516.0,5,34,1664,0.048,4912,80,1,1,0
1543,F,52,Single,3,Less than $50K,Silver,2972.0,3,47,0,0.0,922,25,2,3,1
1544,M,52,Single,3,$90K - $110K,Silver,34516.0,6,40,1757,0.051,4223,81,2,3,0
1545,F,44,Unknown,4,Less than $50K,Silver,7317.0,3,36,1540,0.21,4100,76,1,1,0
1546,F,47,Single,3,$50K - $70K,Silver,2872.0,3,35,2517,0.876,3635,62,2,3,0
1547,M,53,Married,2,$110K and Over,Silver,12778.0,1,36,507,0.04,1133,28,2,3,1
1548,M,48,Single,4,$90K - $110K,Silver,6572.0,3,28,417,0.063,1766,46,4,3,1
1549,F,46,Married,3,Less than $50K,Silver,4416.0,3,36,1333,0.302,4894,84,3,2,0
1550,F,57,Married,0,Less than $50K,Silver,6996.0,2,51,2092,0.299,15017,120,3,3,0
1551,F,48,Single,3,Less than $50K,Silver,3520.0,1,40,2149,0.611,3630,78,3,3,0
1552,M,56,Unknown,1,$70K - $90K,Silver,3110.0,5,43,2378,0.765,3395,75,4,1,0
1553,M,41,Married,3,$70K - $90K,Silver,17277.0,2,29,2151,0.125,8838,97,1,2,0
1554,F,33,Single,3,Less than $50K,Silver,1630.0,5,13,1008,0.618,4143,67,3,3,0
1555,F,64,Married,0,$50K - $70K,Silver,3353.0,1,53,0,0.0,960,18,3,3,1
1556,M,46,Divorced,3,$90K - $110K,Silver,3210.0,5,36,2081,0.648,3962,62,1,1,0
1557,M,56,Married,3,$70K - $90K,Silver,3955.0,3,39,2517,0.636,1238,25,2,1,0
1558,M,49,Single,2,$50K - $70K,Silver,2993.0,5,37,1265,0.423,4089,72,3,1,0
1559,M,26,Single,0,Less than $50K,Silver,2469.0,5,13,2410,0.976,1027,20,4,2,1
1560,F,41,Single,5,$50K - $70K,Silver,2264.0,4,26,928,0.41,4150,83,4,3,0
1561,F,45,Single,2,Less than $50K,Silver,1438.3,4,26,0,0.0,3749,77,4,3,0
1562,M,62,Married,1,$70K - $90K,Silver,9521.0,6,36,1669,0.175,2444,63,3,3,0
1563,M,49,Unknown,4,$70K - $90K,Gold,32244.0,6,44,0,0.0,3501,65,2,3,0
1564,M,48,Single,3,$90K - $110K,Silver,11851.0,3,35,0,0.0,4498,73,4,3,0
1565,F,57,Married,0,Less than $50K,Silver,4945.0,2,47,1779,0.36,4037,72,1,3,0
1566,F,36,Married,2,Less than $50K,Silver,1666.0,4,23,813,0.488,2622,60,2,2,0
1567,M,50,Single,1,$70K - $90K,Silver,14217.0,1,30,1816,0.128,15554,99,2,3,0
1568,F,52,Married,1,$50K - $70K,Silver,2151.0,6,47,1338,0.622,3446,58,3,3,0
1569,M,54,Single,1,$90K - $110K,Silver,10260.0,6,40,942,0.092,1566,50,3,3,0
1570,M,40,Married,2,$90K - $110K,Silver,9109.0,5,29,1347,0.148,3991,84,3,2,0
1571,M,55,Single,2,$110K and Over,Silver,3029.0,6,49,1505,0.497,2394,50,4,3,0
1572,F,42,Unknown,3,Less than $50K,Silver,5471.0,1,28,2517,0.46,5103,94,3,2,0
1573,F,58,Married,1,$50K - $70K,Silver,12423.0,3,48,1910,0.154,1208,38,2,3,0
1574,F,47,Married,1,Less than $50K,Silver,8322.0,4,36,0,0.0,3700,62,1,2,0
1575,M,34,Unknown,1,$50K - $70K,Silver,7452.0,2,20,1656,0.222,3339,51,3,1,0
1576,M,45,Single,3,$70K - $90K,Silver,10699.0,1,35,1099,0.103,5052,61,2,1,0
1577,M,33,Married,3,$90K - $110K,Silver,2711.0,5,36,2073,0.765,1567,42,4,3,0
1578,M,50,Single,3,$50K - $70K,Silver,13509.0,4,39,2060,0.152,3702,64,1,3,0
1579,M,39,Unknown,1,$50K - $70K,Silver,4874.0,1,32,2317,0.475,7776,98,3,1,0
1580,M,42,Married,3,$70K - $90K,Silver,13450.0,3,34,0,0.0,1000,18,3,3,1
1581,F,48,Divorced,3,Less than $50K,Silver,9816.0,6,31,0,0.0,3489,81,2,2,0
1582,F,46,Married,4,Less than $50K,Silver,1485.0,3,38,736,0.496,4198,65,2,3,0
1583,F,44,Single,2,Less than $50K,Silver,2240.0,6,26,1664,0.743,4399,80,1,3,0
1584,M,56,Single,2,$110K and Over,Silver,7327.0,2,46,0,0.0,2185,41,4,4,1
1585,F,48,Married,2,Less than $50K,Silver,2315.0,5,31,1565,0.676,4828,90,1,1,0
1586,M,44,Married,2,$90K - $110K,Gold,34516.0,4,35,1726,0.05,1729,52,3,1,0
1587,M,46,Married,1,$50K - $70K,Silver,6903.0,2,27,2091,0.303,15751,107,2,2,0
1588,F,46,Married,4,$50K - $70K,Silver,2423.0,4,33,429,0.177,4717,80,1,1,0
1589,F,42,Divorced,4,Unknown,Silver,17536.0,5,36,1525,0.087,1411,28,2,3,0
1590,F,48,Unknown,4,Unknown,Silver,3310.0,3,36,0,0.0,14542,89,1,2,0
1591,F,44,Married,2,Less than $50K,Silver,4473.0,5,36,0,0.0,4047,56,3,1,0
1592,F,65,Single,0,Less than $50K,Gold,10885.0,3,56,1758,0.162,2291,39,3,4,1
1593,M,42,Married,3,$90K - $110K,Silver,34516.0,1,36,781,0.023,853,12,3,1,1
1594,F,49,Married,2,Less than $50K,Silver,1438.3,3,38,0,0.0,4497,79,2,4,0
1595,F,38,Married,2,Unknown,Silver,4693.0,5,28,634,0.135,4460,79,3,1,0
1596,M,61,Married,0,Unknown,Silver,14434.0,6,53,1927,0.134,1731,32,3,2,0
1597,F,53,Married,1,Less than $50K,Silver,1472.0,2,36,1196,0.812,4859,73,3,2,0
1598,M,63,Unknown,1,Less than $50K,Silver,1438.3,6,52,0,0.0,3913,78,3,3,0
1599,F,51,Married,1,Less than $50K,Silver,2774.0,3,40,1362,0.491,4802,91,0,3,0
1600,F,44,Single,3,Less than $50K,Silver,4066.0,5,36,1028,0.253,3888,77,3,1,0
1601,M,32,Married,0,$50K - $70K,Silver,4815.0,3,27,1591,0.33,2501,36,2,3,0
1602,F,39,Single,1,$50K - $70K,Silver,3911.0,5,28,0,0.0,2867,42,6,3,1
1603,M,32,Single,1,$70K - $90K,Silver,2999.0,4,36,0,0.0,3018,80,2,2,0
1604,F,37,Married,3,Less than $50K,Silver,1438.3,3,36,0,0.0,4314,82,2,5,0
1605,M,46,Married,4,$70K - $90K,Silver,8017.0,1,36,0,0.0,1657,43,2,3,1
1606,F,39,Single,2,$50K - $70K,Silver,3142.0,6,26,1639,0.522,3046,56,2,3,0
1607,M,41,Married,2,$90K - $110K,Silver,14682.0,2,33,2517,0.171,8193,72,3,3,1
1608,M,31,Single,1,$50K - $70K,Silver,2037.0,4,26,0,0.0,2563,64,2,1,0
1609,F,50,Single,4,Less than $50K,Silver,3699.0,1,37,913,0.247,7297,71,3,2,1
1610,F,53,Married,1,Less than $50K,Silver,4840.0,5,36,2517,0.52,1637,22,3,1,0
1611,M,46,Single,3,$70K - $90K,Silver,5489.0,5,36,1189,0.217,3215,64,2,1,0
1612,F,60,Married,2,Less than $50K,Silver,2343.0,6,36,2066,0.882,4858,69,2,3,0
1613,M,35,Unknown,2,$110K and Over,Silver,3300.0,5,29,1731,0.525,1745,27,2,1,0
1614,M,47,Divorced,4,$70K - $90K,Silver,20237.0,4,36,1593,0.079,15041,102,5,2,0
1615,M,43,Divorced,5,$110K and Over,Gold,34516.0,5,31,1699,0.049,1628,38,3,3,0
1616,F,36,Single,0,Less than $50K,Silver,3282.0,6,27,1843,0.562,2614,79,2,3,0
1617,F,61,Single,1,Less than $50K,Silver,3421.0,3,56,2266,0.662,6932,75,2,2,0
1618,M,34,Single,1,$90K - $110K,Silver,3711.0,1,22,1413,0.381,3922,51,2,2,0
1619,M,48,Single,1,$90K - $110K,Gold,34516.0,6,36,1629,0.047,4042,78,3,3,0
1620,F,36,Married,2,Less than $50K,Silver,5723.0,1,30,0,0.0,12403,120,2,3,0
1621,M,51,Single,4,$50K - $70K,Silver,10017.0,2,36,1850,0.185,15635,116,4,2,0
1622,F,43,Married,3,Less than $50K,Silver,9484.0,3,36,2451,0.258,7242,95,2,3,0
1623,M,38,Single,1,$90K - $110K,Silver,16665.0,5,25,1147,0.069,4657,78,1,0,0
1624,F,44,Single,2,Less than $50K,Silver,2288.0,6,29,1505,0.658,4396,68,2,1,0
1625,F,48,Single,5,Less than $50K,Silver,8297.0,1,40,2517,0.303,9819,74,3,4,1
1626,F,45,Unknown,2,Less than $50K,Silver,1438.3,2,29,0,0.0,5025,85,3,2,0
1627,F,60,Married,2,Less than $50K,Silver,3239.0,1,36,2356,0.727,4621,91,2,2,0
1628,F,36,Unknown,1,Less than $50K,Silver,4943.0,3,36,1204,0.244,4024,82,2,2,0
1629,M,45,Divorced,2,$90K - $110K,Silver,34516.0,3,39,0,0.0,1041,27,4,4,1
1630,F,51,Single,2,Less than $50K,Silver,1438.3,6,44,0,0.0,4488,84,4,1,0
1631,M,53,Married,4,$90K - $110K,Silver,3924.0,3,36,2517,0.641,1417,30,2,2,0
1632,M,48,Married,3,$110K and Over,Diamond,34516.0,1,36,1823,0.053,15552,108,2,4,0
1633,M,53,Single,1,$90K - $110K,Silver,11909.0,4,43,1018,0.085,1938,53,3,2,0
1634,F,45,Married,1,Less than $50K,Silver,1438.3,3,35,1080,0.751,4425,79,2,3,0
1635,M,44,Married,2,$90K - $110K,Silver,19141.0,2,36,1933,0.101,15203,114,2,2,0
1636,F,33,Single,4,Less than $50K,Silver,1438.3,1,36,0,0.0,4641,85,0,3,0
1637,F,40,Married,1,Unknown,Silver,3369.0,2,26,756,0.224,4501,96,1,3,0
1638,M,53,Married,3,$90K - $110K,Silver,6052.0,4,40,1720,0.284,1476,37,4,4,0
1639,M,48,Married,3,$50K - $70K,Silver,3235.0,3,30,2517,0.778,1637,43,3,1,0
1640,F,47,Married,2,Less than $50K,Silver,1693.0,6,36,1088,0.643,2104,40,2,3,1
1641,F,53,Single,1,Less than $50K,Silver,2615.0,3,36,1772,0.678,1419,38,2,2,0
1642,F,37,Single,1,$50K - $70K,Silver,2673.0,6,27,2517,0.942,3052,63,2,1,0
1643,F,46,Married,4,$50K - $70K,Silver,1438.3,5,39,819,0.569,2488,44,3,3,1
1644,F,40,Unknown,4,Less than $50K,Silver,3313.0,3,34,2517,0.76,1171,20,1,4,0
1645,F,56,Married,1,Unknown,Silver,4263.0,6,36,0,0.0,4876,70,2,2,0
1646,M,43,Single,3,$70K - $90K,Silver,19711.0,3,30,0,0.0,3602,72,4,2,0
1647,M,48,Single,3,$90K - $110K,Silver,4180.0,4,30,688,0.165,3750,76,3,2,0
1648,F,53,Married,4,Less than $50K,Silver,1722.0,3,37,0,0.0,2141,35,3,2,1
1649,F,57,Unknown,3,Less than $50K,Silver,5225.0,6,47,2290,0.438,4239,69,1,3,0
1650,F,51,Married,3,$50K - $70K,Silver,1565.0,3,36,944,0.603,4798,73,3,3,0
1651,F,44,Single,3,Less than $50K,Silver,1606.0,3,36,1578,0.983,2418,44,2,2,1
1652,M,55,Married,1,$70K - $90K,Silver,4597.0,6,49,2442,0.531,1504,38,4,2,0
1653,F,49,Married,3,Less than $50K,Silver,7066.0,3,29,0,0.0,1695,38,2,4,1
1654,M,51,Single,2,$110K and Over,Silver,3477.0,2,36,752,0.216,13627,120,2,2,0
1655,M,34,Married,2,$50K - $70K,Silver,3436.0,3,29,1650,0.48,1972,37,2,2,0
1656,F,38,Married,2,Less than $50K,Silver,1438.3,6,36,0,0.0,4707,88,3,4,0
1657,M,39,Unknown,3,$90K - $110K,Silver,8434.0,6,31,2222,0.263,1414,27,4,2,0
1658,F,39,Married,1,Less than $50K,Silver,3214.0,3,22,2257,0.702,2516,42,2,1,0
1659,F,40,Single,2,Less than $50K,Silver,2395.0,4,34,1437,0.6,4481,82,2,2,0
1660,M,37,Divorced,2,$50K - $70K,Silver,8120.0,3,24,2098,0.258,3161,54,4,3,0
1661,M,34,Unknown,2,$90K - $110K,Silver,11154.0,4,22,1612,0.145,4339,77,2,3,0
1662,F,56,Single,2,$50K - $70K,Silver,2963.0,2,37,0,0.0,2919,47,3,2,1
1663,F,58,Married,3,Less than $50K,Silver,2609.0,6,47,2439,0.935,1731,34,0,1,0
1664,M,52,Single,3,$110K and Over,Silver,20974.0,5,48,0,0.0,1246,27,4,3,0
1665,M,59,Married,1,$70K - $90K,Silver,7871.0,4,36,1687,0.214,1428,22,2,1,0
1666,F,47,Married,3,Less than $50K,Silver,1666.0,4,35,0,0.0,2816,38,2,3,1
1667,M,50,Married,2,$110K and Over,Silver,20114.0,3,43,0,0.0,4740,88,3,1,0
1668,F,44,Single,2,Less than $50K,Silver,6472.0,3,32,2128,0.329,3592,66,4,1,0
1669,F,41,Single,2,Less than $50K,Silver,3624.0,2,21,1641,0.453,15824,121,3,3,0
1670,M,37,Married,1,$90K - $110K,Silver,5120.0,6,21,0,0.0,1680,32,0,2,0
1671,F,56,Married,1,Less than $50K,Silver,1438.3,3,51,0,0.0,3877,70,4,3,0
1672,M,50,Married,4,$90K - $110K,Silver,4601.0,5,38,2517,0.547,5056,80,3,1,0
1673,M,54,Married,1,$90K - $110K,Silver,1618.0,5,42,668,0.413,1515,31,2,3,0
1674,F,47,Married,4,Unknown,Silver,16349.0,4,42,1925,0.118,16207,114,3,1,0
1675,F,37,Single,1,Less than $50K,Silver,2388.0,6,28,1708,0.715,4539,89,4,3,0
